timestamps,TP9,AF7,AF8,TP10,Right AUX
1642553906.405,9.277,34.668,-1.953,20.996,48.828
1642553906.409,-1.465,39.551,-7.812,6.836,11.230
1642553906.412,13.184,40.039,33.203,4.883,3.906
1642553906.416,20.996,33.691,41.016,9.766,-17.578
1642553906.420,9.766,29.297,16.113,11.230,-24.414
1642553906.424,5.859,32.715,14.160,5.371,-5.371
1642553906.428,14.648,37.109,34.668,4.395,-32.227
1642553906.429,16.602,32.227,29.297,11.230,-13.672
1642553906.433,15.137,37.109,26.367,17.090,63.965
1642553906.437,8.301,33.203,18.066,20.508,58.105
1642553906.441,6.348,23.438,24.414,16.602,52.246
1642553906.445,19.043,25.879,18.555,20.508,64.941
1642553906.449,21.484,29.297,2.930,33.691,11.719
1642553906.453,11.719,30.273,13.184,33.203,11.230
1642553906.456,7.812,26.855,22.461,22.461,14.648
1642553906.460,18.066,26.367,22.949,19.043,2.930
1642553906.464,23.438,33.203,-13.184,24.902,-48.340
1642553906.468,17.578,40.527,1.953,31.250,-63.965
1642553906.472,14.648,42.969,45.410,25.879,4.395
1642553906.475,30.762,40.527,17.090,16.113,14.648
1642553906.479,41.504,37.598,9.766,18.555,-25.879
1642553906.483,32.715,40.039,31.250,25.391,-9.766
1642553906.487,20.508,44.434,25.879,19.043,35.156
1642553906.491,21.484,43.945,11.230,19.043,-15.137
1642553906.495,36.621,45.898,6.348,23.438,-58.594
1642553906.499,38.574,46.875,13.672,27.832,-52.246
1642553906.502,27.344,40.039,32.227,32.227,-29.297
1642553906.506,25.391,32.715,9.277,28.809,7.812
1642553906.510,29.785,33.203,-0.977,26.855,-9.766
1642553906.514,41.504,37.598,45.410,30.273,-21.973
1642553906.518,36.133,37.598,36.133,33.203,18.066
1642553906.519,25.391,33.691,9.766,24.414,3.906
1642553906.523,32.715,31.250,31.250,17.090,-9.277
1642553906.527,43.457,33.203,55.176,24.414,43.457
1642553906.531,29.785,35.156,52.246,24.902,49.316
1642553906.535,14.648,29.785,45.410,19.531,21.973
1642553906.539,36.621,23.926,30.762,34.180,6.836
1642553906.543,57.617,33.691,51.270,46.387,-6.836
1642553906.546,27.832,45.410,62.012,20.996,0.977
1642553906.550,-7.324,33.691,17.090,-6.836,-3.906
1642553906.554,12.207,25.879,31.250,-0.488,-16.602
1642553906.558,48.340,30.762,62.012,20.508,28.809
1642553906.562,40.527,27.344,39.062,22.461,27.344
1642553906.564,16.602,25.879,29.785,10.742,-4.883
1642553906.568,15.137,31.250,41.016,0.000,-10.742
1642553906.572,25.391,34.180,33.691,3.418,-8.789
1642553906.576,32.227,42.969,12.695,16.113,14.648
1642553906.580,27.832,41.016,20.996,19.531,43.945
1642553906.584,22.461,37.109,30.762,10.742,27.832
1642553906.588,27.832,37.109,33.691,11.719,-0.977
1642553906.591,24.414,30.273,21.484,21.484,3.418
1642553906.595,19.531,28.320,16.602,22.949,-29.785
1642553906.599,16.113,28.320,57.129,19.531,-19.531
1642553906.603,17.090,28.809,52.734,16.113,22.949
1642553906.607,33.691,31.250,38.086,22.461,12.207
1642553906.610,32.715,34.668,42.969,28.320,-42.969
1642553906.614,11.719,37.598,50.781,25.879,-56.641
1642553906.618,7.812,32.715,42.480,20.020,-68.848
1642553906.622,17.090,37.109,39.551,27.832,-59.570
1642553906.626,19.531,42.480,49.316,35.156,4.883
1642553906.630,4.395,39.551,37.109,24.902,-5.859
1642553906.634,-2.930,36.621,29.785,20.020,-47.363
1642553906.637,9.766,37.598,17.578,26.367,-46.387
1642553906.641,23.926,31.738,38.086,29.785,-44.922
1642553906.645,20.996,23.438,74.707,22.949,-10.254
1642553906.649,16.113,23.926,45.898,13.184,34.180
1642553906.653,31.250,32.715,38.574,18.066,22.461
1642553906.655,44.434,38.086,62.988,30.273,19.043
1642553906.659,29.785,32.227,52.246,32.715,17.578
1642553906.663,8.789,28.320,17.090,24.902,-28.809
1642553906.667,7.812,32.715,25.879,24.414,-45.410
1642553906.671,15.137,32.227,41.504,31.250,-30.762
1642553906.675,20.508,27.344,37.109,36.621,-18.066
1642553906.679,11.719,23.438,32.227,34.668,-30.762
1642553906.682,18.066,25.879,35.645,28.809,-3.906
1642553906.686,41.504,32.715,62.500,31.738,9.277
1642553906.690,52.734,33.691,64.941,43.945,-19.531
1642553906.694,42.969,32.715,36.133,37.598,-13.672
1642553906.698,28.809,32.715,29.297,26.367,-12.207
1642553906.699,41.992,28.320,47.852,31.738,23.438
1642553906.703,45.898,26.367,41.992,36.621,47.852
1642553906.707,31.738,28.320,21.973,34.180,17.578
1642553906.711,25.879,30.762,21.973,24.902,12.695
1642553906.715,24.414,33.203,25.879,18.555,9.277
1642553906.719,29.297,29.297,5.859,20.508,-2.930
1642553906.723,29.297,29.297,-6.348,23.438,-13.184
1642553906.726,25.391,35.645,13.672,15.625,-7.324
1642553906.730,27.344,32.715,26.855,8.789,17.090
1642553906.734,33.691,30.762,5.859,18.066,30.273
1642553906.738,29.785,32.715,0.977,21.973,20.996
1642553906.742,17.090,33.691,3.906,14.648,-21.973
1642553906.760,19.531,33.691,26.367,13.672,-14.648
1642553906.764,32.715,26.367,13.672,15.137,5.371
