timestamps,TP9,AF7,AF8,TP10,Right AUX
1642605568.406,20.020,28.320,51.758,15.137,28.809
1642605568.410,36.621,26.855,8.301,30.762,-11.230
1642605568.414,36.621,30.273,121.582,33.203,-0.488
1642605568.418,22.461,28.320,-49.316,20.996,7.324
1642605568.422,23.438,29.785,-164.062,16.113,38.086
1642605568.425,35.645,32.227,16.113,25.391,31.250
1642605568.429,36.133,27.344,127.930,30.762,17.578
1642605568.433,24.902,25.879,152.344,20.996,51.758
1642605568.437,17.578,25.879,-185.547,14.648,12.207
1642605568.441,19.043,23.926,-336.914,13.672,-21.973
1642605568.458,22.461,25.879,92.285,20.996,32.227
1642605568.462,19.531,28.809,57.129,25.879,51.270
1642605568.466,13.184,31.738,-35.156,16.602,59.082
1642605568.470,12.207,30.273,96.680,20.508,32.227
1642605568.474,20.996,27.344,137.695,32.715,-9.277
1642605568.478,16.113,29.297,-52.246,30.273,24.902
1642605568.482,1.953,28.320,-354.492,20.508,34.668
1642605568.485,5.859,29.785,-144.043,17.090,6.348
1642605568.489,16.113,32.227,136.230,27.832,44.922
1642605568.493,20.020,28.320,8.301,31.250,64.453
1642605568.497,16.602,27.832,-121.582,19.531,11.230
1642605568.501,18.066,32.715,27.832,19.531,26.367
1642605568.518,28.320,33.691,121.582,29.297,66.895
1642605568.522,30.273,33.203,58.105,33.203,51.758
1642605568.526,19.531,31.250,14.648,20.020,33.691
1642605568.530,13.184,28.809,98.145,14.160,61.035
1642605568.534,19.043,29.297,94.727,22.949,63.477
1642605568.538,28.320,30.273,-94.238,28.320,43.945
1642605568.542,26.855,30.273,-131.836,30.762,29.785
1642605568.545,20.020,31.250,-31.738,22.949,9.277
1642605568.549,22.461,30.273,-82.031,21.973,6.348
1642605568.553,28.320,27.344,-328.125,30.273,50.781
1642605568.557,20.508,26.367,-412.109,26.367,0.977
1642605568.561,11.230,25.391,1.953,14.160,-14.648
1642605568.548,11.230,26.367,80.078,12.207,63.965
1642605568.552,18.066,26.855,-5.859,25.879,75.684
1642605568.556,17.578,25.879,102.539,32.715,86.426
1642605568.560,8.301,25.879,110.352,25.391,69.824
1642605568.564,14.160,24.902,44.922,23.926,78.613
1642605568.568,25.391,24.414,-92.285,26.855,92.285
1642605568.572,25.879,27.832,-72.266,33.691,79.102
1642605568.575,16.602,31.738,106.934,32.715,78.613
1642605568.579,13.672,29.297,-53.223,25.391,40.527
1642605568.583,20.996,28.320,-111.816,24.902,55.176
1642605568.587,27.344,34.668,-31.738,31.738,55.176
1642605568.591,22.461,36.133,0.488,35.156,64.453
1642605568.593,9.277,31.738,-133.789,26.367,25.879
1642605568.597,10.254,25.879,-470.703,20.996,5.371
1642605568.601,18.555,25.391,-158.203,23.926,61.035
1642605568.605,17.578,26.367,102.051,27.344,54.199
1642605568.609,7.324,30.762,26.367,25.879,78.613
1642605568.613,3.906,30.273,-95.703,20.020,53.711
1642605568.617,17.578,28.809,-188.477,24.414,2.441
1642605568.620,23.438,35.645,-41.504,30.273,26.855
1642605568.624,14.160,34.180,-248.047,22.461,4.395
1642605568.628,10.742,32.227,-385.254,11.230,-41.016
1642605568.632,18.555,32.715,9.766,17.578,25.391
1642605568.636,26.367,33.691,14.648,33.691,69.824
1642605568.638,21.973,32.227,-38.574,31.250,55.664
1642605568.642,13.672,30.762,-49.316,17.090,30.273
1642605568.646,17.578,35.156,-68.848,19.531,41.504
1642605568.650,19.531,34.668,-35.156,27.344,64.453
1642605568.654,11.230,31.250,-141.113,26.367,34.668
1642605568.658,5.371,30.273,-174.316,14.648,36.621
1642605568.662,12.207,34.180,-142.090,12.207,72.754
1642605568.665,21.973,35.156,-145.020,22.461,39.551
1642605568.669,19.531,37.109,-237.305,27.832,32.715
1642605568.673,11.719,38.086,-15.625,20.020,47.852
1642605568.677,3.418,35.645,147.949,12.695,63.477
1642605568.681,4.883,35.156,52.734,18.066,41.504
1642605568.683,9.277,32.715,65.918,23.438,9.277
1642605568.687,7.324,32.227,88.379,19.043,23.438
1642605568.691,8.301,37.598,65.430,17.090,56.641
1642605568.695,17.090,37.109,38.574,23.926,48.340
1642605568.699,23.438,29.785,-64.941,32.715,50.293
1642605568.703,15.137,30.273,-80.566,29.297,47.852
1642605568.707,10.742,30.273,-66.895,17.578,20.996
1642605568.710,11.230,26.855,-312.988,19.043,6.348
1642605568.714,11.719,28.809,-283.203,21.484,15.625
1642605568.718,10.254,29.785,77.637,21.973,0.488
1642605568.722,2.930,28.320,103.027,22.949,6.348
1642605568.726,4.395,26.367,-98.145,18.066,8.789
1642605568.742,21.484,28.320,-16.113,22.949,41.504
1642605568.746,28.320,32.227,157.227,28.320,101.562
1642605568.750,16.602,33.691,6.348,17.090,102.539
1642605568.754,15.625,30.273,-96.191,13.672,59.570
1642605568.758,24.902,27.344,37.109,26.367,27.832
1642605568.762,24.414,29.297,34.668,35.645,43.945
1642605568.766,20.020,32.227,-170.410,29.297,50.781
1642605568.769,16.113,31.250,-379.395,14.160,31.250
1642605568.773,20.508,31.250,-149.902,20.508,60.547
1642605568.777,28.809,33.691,147.949,36.133,78.125
1642605568.781,19.043,32.715,-67.871,26.855,19.531
1642605568.785,13.672,28.809,-238.770,9.277,-0.488
1642605568.772,20.996,33.691,16.113,12.207,28.809
1642605568.776,25.391,35.156,85.449,24.902,4.395
1642605568.780,18.555,29.785,20.020,25.391,4.395
1642605568.784,11.719,33.203,-1.953,20.508,13.184
1642605568.788,17.578,36.133,60.547,16.602,5.859
1642605568.792,21.973,30.762,-90.332,23.438,-0.977
1642605568.796,23.926,28.809,-237.793,30.762,-20.508
1642605568.799,21.484,31.738,-53.711,22.461,17.578
1642605568.803,14.160,24.902,55.664,20.996,32.227
1642605568.807,32.227,19.531,79.590,41.504,36.133
1642605568.811,52.246,31.250,-316.895,59.082,17.090
1642605568.815,32.227,47.363,-477.539,31.738,-11.719
1642605568.833,4.395,51.270,-62.500,-6.348,13.672
1642605568.837,-11.719,47.852,-39.062,-20.996,41.992
1642605568.841,-4.883,48.340,-86.914,-13.672,57.129
1642605568.845,-8.789,54.688,12.207,-22.949,86.426
1642605568.849,-35.645,62.012,6.836,-55.664,63.965
1642605568.853,-38.086,64.453,-258.301,-66.406,-4.883
1642605568.857,-30.762,63.477,-498.047,-60.059,-27.344
1642605568.860,-30.762,68.359,-258.301,-59.082,-19.531
1642605568.864,-52.246,64.453,-28.809,-70.312,3.906
1642605568.868,-59.082,58.594,-214.844,-76.172,-8.789
1642605568.872,-43.457,58.105,-349.121,-64.941,-16.602
1642605568.876,-36.621,55.176,-190.430,-51.758,10.254
1642605568.877,-35.156,53.711,-222.168,-48.828,17.578
1642605568.881,-31.738,53.223,-462.891,-46.875,12.695
1642605568.885,-15.137,53.223,-396.973,-33.203,2.441
1642605568.889,-5.859,47.852,-211.914,-18.066,-11.230
1642605568.893,-11.230,43.945,-222.656,-17.090,0.488
1642605568.897,-15.137,41.992,-376.465,-20.996,-6.348
1642605568.901,-8.301,39.062,-460.449,-12.207,1.953
1642605568.904,1.465,41.992,-254.883,0.488,26.367
1642605568.908,-4.883,40.527,-161.621,-1.953,7.812
1642605568.912,-12.695,40.039,-521.484,-8.789,-19.531
1642605568.916,0.977,43.457,-551.270,-5.859,15.137
1642605568.920,9.766,40.527,-239.258,5.371,16.602
1642605568.922,2.441,34.668,-249.512,7.324,10.742
1642605568.926,-2.441,31.250,-256.348,3.418,40.039
1642605568.930,3.906,30.762,-178.223,3.906,26.367
1642605568.934,15.625,31.738,-243.652,11.230,12.695
1642605568.938,23.438,35.645,-337.402,25.879,36.621
1642605568.942,20.020,37.598,-375.000,27.344,75.684
1642605568.946,15.137,36.621,-347.656,19.043,91.309
1642605568.949,24.902,40.039,-160.645,21.973,46.387
1642605568.953,30.762,36.133,-246.094,29.297,-18.555
1642605568.957,21.973,32.227,-520.996,33.691,-4.883
1642605568.961,17.578,34.668,-254.395,27.832,56.641
1642605568.965,25.879,32.715,-99.609,23.438,52.734
1642605568.967,35.645,34.180,-172.363,26.367,42.480
1642605568.971,39.551,36.621,-136.719,27.832,56.152
1642605568.975,32.715,37.109,-70.312,21.484,89.355
1642605568.979,32.715,35.645,-85.938,16.113,57.129
1642605568.983,42.480,32.227,-167.969,24.414,8.301
1642605568.987,42.480,29.785,-226.562,28.320,10.742
1642605568.991,35.156,28.809,-268.066,21.973,0.488
1642605568.994,28.809,30.273,-263.672,20.508,9.277
1642605568.998,26.367,25.879,-458.984,17.578,27.832
1642605569.002,25.879,23.926,-534.668,18.066,-4.395
1642605569.006,19.043,27.344,-52.734,20.508,56.152
1642605569.010,13.672,25.879,-48.828,20.508,59.570
1642605569.012,18.066,29.297,-185.547,26.367,-1.953
1642605569.016,23.438,34.180,-26.855,31.250,2.930
1642605569.020,20.508,35.156,37.598,30.762,10.742
1642605569.024,12.695,29.297,-58.105,23.926,22.949
1642605569.028,25.391,29.297,-120.605,27.344,41.992
1642605569.032,27.344,31.738,-148.926,27.832,33.691
1642605569.036,11.719,30.273,-169.922,15.137,23.438
1642605569.039,6.836,31.250,-168.945,12.695,15.625
1642605569.043,4.883,29.785,-165.039,9.277,31.738
1642605569.047,14.648,28.809,-82.031,13.672,70.312
1642605569.051,20.020,28.320,18.555,22.461,56.641
1642605569.055,8.301,30.273,-150.391,19.043,33.203
1642605569.072,5.859,32.715,-468.262,11.230,12.695
1642605569.076,19.531,30.762,-192.383,11.230,33.203
1642605569.080,26.367,29.297,49.805,27.344,83.008
1642605569.084,17.090,29.785,-3.906,30.273,80.566
1642605569.088,13.184,31.250,-20.508,22.949,58.105
1642605569.092,21.484,29.785,-71.777,26.367,102.051
1642605569.096,23.926,27.344,-155.762,35.645,97.656
1642605569.099,14.648,28.809,-304.688,33.691,38.086
1642605569.103,12.695,32.715,-228.516,24.902,40.039
1642605569.107,20.020,34.180,53.711,27.344,52.734
1642605569.111,26.855,31.738,18.555,39.062,51.270
1642605569.115,20.020,28.809,-169.922,37.598,38.086
1642605569.103,9.766,25.391,-213.867,26.855,36.621
1642605569.107,15.137,26.855,-26.855,22.949,50.293
1642605569.111,24.902,27.832,-22.949,28.320,33.691
1642605569.115,23.438,27.344,-140.137,29.785,33.203
1642605569.119,16.602,27.832,-44.922,20.508,10.254
1642605569.123,18.555,28.320,-90.820,20.508,-31.250
1642605569.127,24.902,29.785,-187.012,26.855,6.836
1642605569.130,27.344,28.320,-129.395,27.832,31.250
1642605569.134,20.508,29.785,22.461,20.020,20.996
1642605569.138,16.113,36.621,87.891,11.230,17.578
1642605569.142,21.484,34.668,-185.547,14.648,-9.277
1642605569.146,28.809,29.785,-380.859,22.461,-13.672
1642605569.147,24.902,32.715,-48.828,20.020,2.441
1642605569.151,17.090,34.180,98.633,8.789,11.719
1642605569.155,22.461,30.762,-55.176,4.883,-3.418
1642605569.159,33.203,29.297,-70.801,13.672,-41.504
1642605569.163,34.668,33.203,71.777,18.066,-30.273
1642605569.167,26.855,35.645,11.230,13.672,-29.297
1642605569.171,24.414,32.715,-290.039,11.230,-48.340
1642605569.174,34.668,32.227,-358.887,20.996,-54.199
1642605569.178,39.551,37.598,40.527,28.320,-13.672
1642605569.182,27.832,38.086,132.812,21.973,-8.301
1642605569.186,22.949,32.227,17.090,16.113,-17.090
1642605569.190,36.133,32.227,109.375,17.090,21.484
1642605569.192,41.016,34.668,169.434,18.555,19.531
1642605569.196,25.879,38.086,27.832,15.137,28.809
1642605569.200,20.508,39.551,-43.945,9.766,61.523
1642605569.204,38.574,40.039,88.379,15.137,72.754
1642605569.208,45.410,38.086,141.602,22.949,60.547
1642605569.212,30.273,31.250,-75.195,20.020,34.668
1642605569.216,20.508,31.250,-338.379,9.766,43.945
1642605569.219,24.902,33.691,-145.020,8.789,50.781
1642605569.223,32.227,36.621,99.121,21.973,29.785
1642605569.227,30.762,36.133,-82.031,24.414,-18.555
1642605569.231,22.949,31.738,-173.340,15.625,-35.645
1642605569.235,18.066,29.785,58.594,10.254,22.949
1642605569.252,22.949,27.344,101.562,15.137,41.016
1642605569.256,25.879,29.297,48.340,22.949,51.758
1642605569.260,20.020,31.738,19.531,17.578,51.270
1642605569.264,18.066,31.738,54.199,10.742,22.461
1642605569.268,22.949,29.785,86.426,20.020,-17.578
1642605569.272,24.902,32.715,-51.270,25.879,-37.109
1642605569.276,20.020,35.645,-171.387,23.438,-38.086
1642605569.279,18.555,36.621,-23.438,20.020,2.930
1642605569.283,20.508,35.156,-33.203,16.602,14.160
1642605569.287,24.902,26.855,-354.004,21.973,-25.391
1642605569.291,21.973,23.438,-306.152,23.438,3.906
1642605569.295,17.090,30.762,88.867,19.043,35.156
1642605569.297,19.531,34.668,67.383,16.602,25.391
1642605569.301,28.320,33.691,-11.719,24.902,46.875
1642605569.305,30.762,35.156,81.055,34.180,38.086
1642605569.309,17.090,36.621,128.906,28.809,41.504
1642605569.313,12.695,34.180,28.320,23.438,52.734
1642605569.317,22.949,33.691,-162.598,25.879,18.066
1642605569.321,24.414,36.133,-128.906,27.832,35.156
1642605569.324,9.766,33.691,99.121,22.949,56.641
1642605569.328,4.395,29.297,-72.266,16.602,24.414
1642605569.332,15.625,26.855,-314.453,21.973,35.156
1642605569.336,24.414,29.785,-57.129,30.273,95.215
1642605569.340,19.043,31.738,-34.668,31.250,74.707
1642605569.343,9.277,29.785,-177.734,19.531,55.664
1642605569.347,13.184,29.297,-91.797,14.648,70.801
1642605569.351,22.949,30.273,92.773,25.879,56.152
1642605569.355,22.949,37.109,50.781,27.832,31.738
1642605569.359,13.672,39.551,-44.922,20.508,26.367
1642605569.363,10.742,32.715,-186.523,19.531,34.180
1642605569.367,20.020,29.785,-198.242,25.391,55.176
1642605569.370,25.879,30.273,-33.203,32.227,49.805
1642605569.374,19.531,27.832,-158.203,30.273,58.105
1642605569.378,14.160,27.832,-173.340,25.879,60.059
1642605569.382,20.996,34.668,80.078,37.598,34.668
1642605569.386,24.414,35.645,81.543,47.363,26.367
1642605569.388,16.602,33.203,-80.078,39.062,29.785
1642605569.392,13.672,36.133,-115.234,27.832,27.832
1642605569.396,17.578,38.574,-29.785,26.367,58.105
1642605569.400,21.484,33.691,-11.230,32.715,81.055
1642605569.404,20.996,32.227,-101.562,34.668,22.461
1642605569.408,22.461,35.156,-103.027,37.598,-23.438
1642605569.412,20.020,32.227,31.738,34.180,23.926
1642605569.415,13.672,26.367,-11.230,29.785,62.500
1642605569.419,11.719,23.438,-281.738,35.156,31.250
1642605569.423,4.883,23.438,-93.750,24.902,-11.719
1642605569.427,4.395,26.855,127.441,18.555,1.465
1642605569.431,11.230,27.832,25.391,22.949,29.785
1642605569.433,12.207,25.879,1.953,25.879,48.340
1642605569.437,8.789,27.832,132.812,19.531,62.012
1642605569.441,7.324,32.715,111.328,10.742,58.105
1642605569.445,14.648,32.715,11.230,15.137,39.062
1642605569.449,18.555,32.715,-55.176,18.066,1.953
1642605569.453,13.672,33.203,-92.773,18.555,25.391
1642605569.457,13.672,35.645,-101.562,17.578,61.035
1642605569.460,20.508,36.133,-314.453,21.484,22.949
1642605569.464,24.414,31.250,-339.844,27.344,54.688
1642605569.468,17.578,29.297,68.359,18.555,97.656
1642605569.472,0.000,26.855,232.422,4.395,86.426
1642605569.476,6.348,39.551,240.723,6.836,59.082
1642605569.478,19.043,47.363,453.613,13.184,33.691
1642605569.482,2.930,43.945,741.699,2.930,50.293
1642605569.486,-6.836,49.805,771.973,-7.812,50.781
1642605569.490,-2.930,56.152,784.668,-1.953,10.742
1642605569.494,-0.488,63.965,968.262,0.000,-3.418
1642605569.498,-10.254,62.988,978.516,-11.230,26.367
1642605569.502,-30.762,67.383,882.812,-20.020,40.039
1642605569.505,-44.922,79.590,738.281,-39.062,8.301
1642605569.509,-45.410,84.473,898.438,-40.039,-4.883
1642605569.513,-50.781,91.309,-975.098,-38.574,10.254
1642605569.517,-62.012,100.586,987.793,-49.316,19.531
1642605569.521,-73.242,105.469,-999.512,-67.383,30.273
1642605569.522,-72.754,104.492,999.512,-74.219,12.207
1642605569.526,-69.824,109.863,-1000.000,-69.336,29.297
1642605569.530,-83.984,117.188,997.070,-77.637,28.809
1642605569.534,-99.609,114.258,993.652,-93.262,35.156
1642605569.538,-101.562,110.352,-999.023,-104.004,71.289
1642605569.542,-101.074,110.840,870.605,-100.586,45.410
1642605569.546,-109.863,109.375,489.746,-101.074,35.156
1642605569.549,-121.094,106.934,431.152,-113.281,33.203
1642605569.553,-116.699,109.375,682.129,-116.699,40.039
1642605569.557,-105.469,102.539,662.109,-112.305,54.688
1642605569.561,-111.816,91.309,418.945,-110.352,40.039
1642605569.565,-117.188,86.914,301.758,-109.863,2.441
1642605569.567,-104.492,81.543,299.805,-104.980,40.527
1642605569.571,-99.609,70.312,125.977,-95.215,86.914
1642605569.575,-100.098,59.082,-97.656,-88.379,54.199
1642605569.579,-91.797,49.805,-80.566,-77.637,69.336
1642605569.583,-77.637,41.504,-103.027,-64.453,75.195
1642605569.587,-56.152,33.691,-414.062,-50.293,57.617
1642605569.591,-49.316,21.973,-713.867,-42.969,35.156
1642605569.594,-62.988,18.555,-567.383,-52.246,-3.418
1642605569.598,-57.617,15.625,-464.355,-40.527,-22.949
1642605569.602,-41.992,3.418,-718.750,-25.391,-33.691
1642605569.606,-17.578,2.930,-798.828,-9.766,-11.719
1642605569.610,-1.465,3.418,-570.801,10.254,48.828
1642605569.628,-14.160,-11.230,-634.277,-1.465,46.387
1642605569.632,-8.301,-19.043,-909.668,1.953,-2.930
1642605569.636,24.902,-15.625,-831.543,34.180,-13.672
1642605569.640,37.598,-12.695,-567.871,48.828,8.789
1642605569.644,34.668,-13.184,-590.332,46.875,9.277
1642605569.648,41.992,-13.184,-794.922,47.363,-9.277
1642605569.652,54.199,-13.184,-848.145,52.734,-43.945
1642605569.655,69.824,-9.766,-618.164,67.383,-14.160
1642605569.659,71.289,-12.695,-484.863,76.660,26.367
1642605569.663,65.430,-15.625,-776.367,69.824,-26.855
1642605569.667,77.637,-11.719,-763.184,67.871,-41.992
1642605569.671,78.613,-5.859,-429.688,69.336,-13.672
1642605569.673,71.777,-2.930,-462.891,63.477,-15.625
1642605569.677,76.172,-4.883,-523.926,64.941,-8.789
1642605569.681,83.984,-8.789,-442.383,71.777,1.953
1642605569.685,94.727,-11.719,-411.133,82.520,-9.277
