timestamps,TP9,AF7,AF8,TP10,Right AUX
1641936952.538,28.809,20.020,-25.879,-6.348,47.363
1641936952.542,50.781,16.113,-65.430,13.672,14.160
1641936952.546,42.969,20.020,-62.012,23.438,-18.066
1641936952.548,23.926,29.785,77.148,8.789,56.641
1641936952.552,25.879,32.715,21.973,3.418,101.562
1641936952.556,43.457,35.645,-87.402,24.902,50.293
1641936952.560,37.109,30.762,-74.219,38.086,0.000
1641936952.564,4.395,17.090,-72.266,20.996,-2.930
1641936952.568,-4.883,10.254,-187.988,4.883,13.184
1641936952.571,19.043,11.719,-401.367,20.508,5.371
1641936952.575,33.203,22.949,-222.168,39.551,35.156
1641936952.579,6.348,31.250,23.926,28.320,70.801
1641936952.583,-9.277,30.273,-70.801,12.695,81.543
1641936952.587,24.414,27.832,-166.504,14.648,58.594
1641936952.591,41.992,38.574,-92.773,40.039,74.707
1641936952.593,27.344,40.527,67.871,48.828,64.453
1641936952.597,16.113,28.809,-74.219,21.484,9.766
1641936952.601,37.109,29.297,-175.293,20.020,22.949
1641936952.605,69.336,37.598,34.668,44.434,53.711
1641936952.609,56.152,37.109,100.586,48.340,41.992
1641936952.613,27.344,28.809,-176.758,33.691,-6.348
1641936952.616,36.133,29.785,-198.730,27.832,70.312
1641936952.620,67.383,34.668,97.656,40.527,115.234
1641936952.624,63.965,29.785,139.648,47.363,62.012
1641936952.628,28.809,25.391,-10.742,32.227,62.500
1641936952.632,15.625,33.203,22.461,21.484,94.727
1641936952.636,30.762,32.227,169.922,28.320,89.844
1641936952.654,31.250,26.367,138.184,46.875,68.848
1641936952.658,5.859,23.926,-34.668,40.039,65.430
1641936952.662,-3.418,23.438,-146.973,19.531,28.809
1641936952.666,15.137,25.879,-35.645,29.785,29.297
1641936952.670,28.809,23.926,48.340,51.758,54.199
1641936952.674,11.230,13.672,-383.301,56.641,3.418
1641936952.677,6.836,31.738,-493.652,40.527,29.785
1641936952.681,36.621,48.340,-63.965,44.922,99.609
1641936952.685,62.012,34.668,-83.984,72.754,85.449
1641936952.689,53.223,33.203,-127.441,83.496,61.035
1641936952.693,13.184,41.016,0.000,61.523,41.016
1641936952.697,-0.488,32.715,13.184,36.133,44.434
1641936952.698,10.254,31.250,-122.559,47.852,5.371
1641936952.702,13.184,45.898,-122.559,69.824,-3.906
1641936952.706,13.184,49.805,-43.945,63.477,15.137
1641936952.710,21.973,48.340,-76.172,42.480,16.113
1641936952.714,35.645,46.875,-158.691,41.016,46.875
1641936952.718,39.551,40.527,-226.562,64.453,54.199
1641936952.721,25.391,46.387,-169.922,61.035,53.711
1641936952.725,10.254,56.152,-33.203,40.527,61.035
1641936952.729,24.902,43.945,-218.750,40.527,28.809
1641936952.733,48.340,48.828,-502.441,58.594,32.715
1641936952.737,37.109,64.453,-125.977,68.848,107.422
1641936952.741,8.789,43.457,17.578,36.133,58.594
1641936952.743,14.648,37.598,-80.078,26.367,37.598
1641936952.747,32.715,47.852,53.711,37.109,89.355
1641936952.751,17.578,39.551,96.680,35.645,66.895
1641936952.755,-11.719,35.156,-3.906,32.715,42.969
1641936952.759,-8.789,40.527,-86.426,26.367,85.938
1641936952.763,9.277,40.527,-145.508,29.785,89.844
1641936952.766,12.695,37.598,-197.754,30.762,61.523
1641936952.770,4.395,37.598,-153.320,19.043,81.543
1641936952.774,-10.742,24.414,-437.500,5.371,36.621
1641936952.778,18.555,39.062,-356.445,17.578,22.461
1641936952.782,56.641,49.805,83.984,41.992,27.832
1641936952.786,47.363,37.109,42.480,33.203,32.227
1641936952.788,28.809,39.062,2.441,16.113,53.711
1641936952.792,42.969,46.387,89.355,20.508,46.387
1641936952.796,71.777,47.363,116.211,40.039,19.043
1641936952.800,68.848,43.945,2.930,52.734,9.766
1641936952.804,49.316,46.387,-13.672,32.227,64.941
1641936952.808,51.270,42.969,-80.566,17.578,42.480
1641936952.811,77.637,45.410,-112.305,44.434,17.090
1641936952.815,76.660,38.086,-176.758,55.664,43.457
1641936952.819,45.410,33.203,-298.828,38.574,4.883
1641936952.823,41.504,40.527,-12.207,19.043,5.371
1641936952.827,57.129,29.785,38.574,31.250,41.504
1641936952.831,53.711,31.738,-118.164,49.316,7.812
1641936952.877,25.879,45.898,-65.430,29.297,36.621
1641936952.881,6.348,45.898,132.324,7.812,129.395
1641936952.885,10.742,35.156,71.289,5.859,100.586
1641936952.889,29.785,38.086,-3.418,33.203,93.262
1641936952.893,13.672,37.598,133.301,37.109,90.820
1641936952.897,-10.742,26.367,17.578,6.836,45.410
1641936952.900,11.230,27.344,-167.480,5.859,4.883
1641936952.904,48.340,40.527,-258.789,38.086,0.977
1641936952.908,61.523,46.387,-104.980,57.617,20.996
1641936952.912,42.480,31.250,163.574,39.551,39.551
1641936952.916,37.109,16.602,20.020,23.926,62.500
1641936952.920,50.293,9.766,-49.316,37.598,115.234
1641936952.882,55.664,9.277,10.254,55.176,120.117
1641936952.886,50.781,12.695,-22.461,61.523,82.031
1641936952.890,28.809,6.836,-156.250,42.969,52.246
1641936952.894,39.551,11.719,-224.121,39.551,34.180
1641936952.898,62.988,21.484,20.508,63.965,56.641
1641936952.902,34.180,13.672,-67.383,48.340,54.688
1641936952.905,11.719,25.879,-201.660,21.973,16.602
1641936952.909,36.621,43.945,-49.316,30.762,1.465
1641936952.913,54.688,41.992,127.930,52.246,26.367
1641936952.917,35.156,32.227,172.852,54.688,22.461
1641936952.921,6.836,27.832,-4.395,26.855,-23.438
1641936952.925,16.113,37.109,-65.918,22.949,-17.090
1641936952.922,41.992,35.645,60.547,44.922,24.902
1641936952.926,37.598,16.113,19.531,48.340,35.645
1641936952.930,19.043,15.625,-116.211,29.785,14.648
1641936952.934,23.438,33.203,-87.402,21.973,26.855
1641936952.938,45.898,37.598,-17.090,37.598,39.062
1641936952.942,48.828,28.809,-70.801,46.387,31.738
1641936952.945,19.043,22.949,-304.199,29.297,15.625
1641936952.949,3.418,28.320,-558.105,3.906,-25.391
1641936952.953,37.598,41.504,-246.094,10.742,-8.301
1641936952.957,62.500,38.574,101.562,41.016,45.410
1641936952.961,46.875,32.715,119.141,43.457,88.867
1641936952.965,30.273,32.715,204.102,25.391,58.105
1641936952.982,41.504,29.297,183.594,16.113,2.930
1641936952.986,54.688,23.926,47.363,31.250,-21.973
1641936952.990,33.691,27.344,68.848,50.781,10.742
1641936952.994,17.578,34.668,152.832,28.320,32.227
1641936952.998,35.645,32.227,171.387,16.602,34.180
1641936953.002,50.293,24.414,-93.750,29.297,20.020
1641936953.005,50.293,30.762,-234.863,43.457,-5.859
1641936953.009,37.109,39.062,13.184,39.062,6.836
1641936953.013,40.527,41.016,172.852,19.531,21.973
1641936953.017,51.270,33.691,-28.809,35.645,3.418
1641936953.021,44.922,37.598,-106.445,49.316,14.160
1641936953.025,34.180,42.480,222.656,44.434,71.289
1641936953.027,26.367,31.250,230.469,42.480,27.344
1641936953.031,38.086,32.715,148.926,46.387,17.578
1641936953.035,49.805,36.621,176.270,60.547,46.875
1641936953.039,36.621,36.621,225.098,51.270,47.363
1641936953.043,13.672,29.785,103.516,24.902,6.348
1641936953.047,18.555,27.344,-31.250,27.832,-7.324
1641936953.050,40.039,32.715,-52.246,48.340,-11.719
1641936953.054,32.227,38.574,53.223,50.293,7.324
1641936953.058,2.441,31.250,117.188,23.926,31.738
1641936953.062,-6.348,18.555,-345.215,9.766,-31.250
1641936953.066,24.902,38.086,-315.918,38.086,-51.270
1641936953.070,29.785,51.758,150.879,48.340,-13.672
1641936953.073,-10.742,41.504,77.637,29.297,51.758
1641936953.077,-12.695,38.574,4.395,9.277,83.984
1641936953.081,23.438,39.551,97.656,16.113,62.988
1641936953.085,32.227,38.574,141.113,38.574,63.965
1641936953.089,6.348,37.109,47.363,30.273,45.898
1641936953.093,4.395,37.109,-107.910,15.625,3.418
1641936953.096,38.086,42.480,-128.418,21.973,10.742
1641936953.100,54.199,51.758,-3.906,41.504,23.926
1641936953.104,30.273,42.969,-111.816,46.387,2.441
1641936953.108,7.324,38.086,-239.746,26.855,9.277
1641936953.112,25.879,38.574,78.125,24.902,13.184
1641936953.116,41.992,20.996,125.488,43.945,43.457
1641936953.117,26.855,19.531,-91.797,53.711,30.762
1641936953.121,3.906,25.391,-19.531,37.598,-11.230
1641936953.125,13.672,26.367,165.039,26.367,47.363
1641936953.129,37.109,19.043,137.695,43.457,78.125
1641936953.133,28.320,12.695,29.785,50.781,27.832
1641936953.137,-5.859,18.555,-28.320,34.668,6.836
1641936953.140,-9.766,27.344,-68.848,10.254,9.277
1641936953.144,12.207,22.949,-37.598,17.090,55.176
1641936953.148,13.184,10.742,-217.773,38.574,28.809
1641936953.152,0.977,20.020,-134.277,28.320,-1.953
1641936953.156,1.465,21.973,153.320,10.254,32.715
1641936953.160,20.996,5.859,69.824,13.672,6.348
1641936953.164,31.738,1.953,56.641,31.738,12.695
1641936953.168,22.949,14.648,171.387,38.086,56.641
1641936953.172,6.348,15.625,79.102,22.949,56.152
1641936953.176,16.113,17.578,-183.105,23.438,32.715
1641936953.180,38.574,26.855,-143.555,40.039,-6.836
1641936953.184,32.227,27.344,-28.320,41.016,-18.066
1641936953.187,19.531,33.203,-17.578,33.203,14.160
1641936953.191,31.738,29.785,-163.086,30.273,1.465
1641936953.195,55.664,37.598,-284.180,35.156,-21.973
1641936953.199,52.734,56.641,52.734,35.645,-4.395
1641936953.203,27.344,53.223,218.262,26.855,52.246
1641936953.207,16.113,44.434,141.113,4.883,51.270
1641936953.207,39.551,42.480,85.938,-0.488,31.738
1641936953.211,60.547,45.410,159.668,20.020,30.273
1641936953.215,46.387,43.945,131.836,23.438,24.902
1641936953.219,32.227,43.945,44.922,8.301,66.895
1641936953.223,39.062,43.457,87.402,0.488,70.312
1641936953.227,41.016,39.062,23.438,7.812,45.898
1641936953.230,14.648,33.203,-64.453,10.254,60.547
1641936953.234,-14.648,28.320,-287.109,-13.672,66.895
1641936953.238,6.348,42.969,-285.156,-13.672,73.730
1641936953.242,40.039,49.316,89.844,11.719,58.105
1641936953.246,24.902,32.227,81.055,16.113,10.742
1641936953.250,1.465,28.809,30.762,-0.977,33.203
1641936953.252,6.836,29.297,127.930,-17.090,62.500
1641936953.256,25.879,21.484,154.297,-2.930,58.594
1641936953.260,31.250,24.902,32.715,13.672,31.738
1641936953.264,8.789,26.855,18.066,8.301,19.043
1641936953.268,1.953,20.020,64.453,2.930,46.387
1641936953.272,25.879,19.043,-37.598,20.020,50.781
1641936953.275,30.762,10.742,-256.836,43.457,25.879
1641936953.279,9.277,16.113,-320.312,22.949,19.043
1641936953.283,-2.441,28.809,-73.242,-0.977,20.508
1641936953.287,14.160,22.949,28.320,2.441,18.555
1641936953.291,17.578,21.484,-46.875,16.113,25.879
1641936953.295,-9.277,24.414,-0.977,31.250,44.434
1641936953.297,-30.273,22.949,191.406,5.859,48.828
1641936953.301,-24.902,16.113,125.000,-14.160,27.344
1641936953.305,-3.418,24.902,32.715,5.859,5.371
1641936953.309,-6.836,35.156,104.980,12.695,23.926
1641936953.313,-25.879,39.062,181.152,3.906,60.059
1641936953.317,-23.438,41.504,33.203,-9.766,37.109
1641936953.320,2.441,42.480,-274.902,2.441,-10.742
1641936953.324,26.855,50.781,-115.723,29.785,-33.203
1641936953.328,15.137,37.598,214.844,24.414,8.789
1641936953.332,12.695,21.484,115.234,10.254,26.367
1641936953.336,39.551,24.902,41.992,9.766,24.902
1641936953.340,55.664,28.320,36.133,30.762,40.527
1641936953.343,46.875,27.832,102.539,47.363,67.871
1641936953.347,21.973,22.461,-9.277,26.855,45.898
1641936953.351,35.645,20.996,-205.566,17.578,-19.043
1641936953.355,66.895,26.367,-9.766,39.062,0.977
1641936953.359,50.781,28.809,146.973,46.875,67.383
1641936953.363,10.742,17.090,-208.496,18.555,17.578
1641936953.366,14.160,28.809,-363.770,3.418,-10.254
1641936953.370,44.922,40.039,-4.395,20.508,22.461
1641936953.374,35.645,20.996,46.875,27.344,14.160
1641936953.378,-0.488,14.160,-127.930,18.555,3.906
1641936953.382,2.930,26.855,-85.938,14.648,47.363
1641936953.386,24.414,30.762,104.004,25.391,104.492
1641936953.403,22.949,22.949,75.684,35.156,98.145
1641936953.407,11.230,18.066,-42.969,28.320,65.430
1641936953.411,2.441,24.414,-73.730,17.578,57.617
1641936953.415,21.484,28.320,34.668,19.043,43.945
1641936953.419,46.387,18.555,65.430,38.086,22.461
1641936953.423,31.250,14.648,-200.684,41.016,-22.461
1641936953.426,20.020,22.461,-254.395,20.020,14.648
1641936953.430,36.133,25.391,81.055,17.090,88.379
1641936953.434,41.992,9.277,127.930,35.156,67.383
1641936953.438,28.320,5.371,-142.578,36.621,47.363
1641936953.442,12.695,20.996,-75.684,19.531,-3.906
1641936953.446,16.113,21.484,78.613,10.254,12.695
1641936953.448,36.133,16.602,29.297,27.832,40.039
1641936953.452,36.133,14.648,29.297,45.898,-2.441
1641936953.456,9.766,25.391,94.727,33.691,10.742
1641936953.460,19.531,38.574,102.051,34.668,42.480
1641936953.464,50.293,37.109,40.527,62.012,61.523
1641936953.468,38.574,33.203,-77.637,70.801,53.711
1641936953.471,4.883,35.645,-41.016,53.711,80.078
1641936953.475,-2.441,34.180,129.395,42.480,116.699
1641936953.479,14.160,17.090,-123.047,51.270,48.340
1641936953.483,29.785,13.672,-395.020,68.359,0.488
1641936953.487,26.855,27.344,-44.434,71.777,27.344
1641936953.491,5.371,21.973,115.723,52.246,49.316
1641936953.493,14.648,23.438,4.395,45.898,62.500
1641936953.497,25.879,26.367,93.750,56.641,125.977
1641936953.501,1.953,20.996,192.383,50.293,97.656
1641936953.505,-22.949,18.555,88.379,35.156,38.086
1641936953.509,-16.113,19.043,14.648,29.297,71.777
1641936953.513,16.113,22.461,13.184,45.898,74.219
1641936953.516,25.879,23.438,16.602,55.176,115.234
1641936953.520,9.766,15.625,72.754,41.992,120.117
1641936953.524,-0.488,6.348,-249.023,20.996,41.992
1641936953.528,20.996,24.414,-236.328,18.555,20.020
1641936953.532,38.086,26.855,263.672,50.293,83.496
1641936953.536,16.602,11.230,222.656,47.852,112.305
1641936953.537,8.789,15.137,104.004,19.531,49.316
